id	"name"	"url"
556	"Niepel M, Hafner M, Williams EH, Chung M, Barrette AM, Stern AD, Hu B, LINCS Consortium, Gray JW, Birtwistle MR, Heiser LM, Sorger PK"	NULL
557	"Hafner M, Mills CE, Subramanian K, Chen C, Chung M, Boswell SA, Everley RA, Walmsley CS, Juirc G, Sorger PK"	NULL
558	"Koleti A, Terryn R, Stathias V, Chung C, Cooper DJ, Turner JP, Vidovic D, Forlin M, Kelley TT, D'Urso A, Allen BK, Torre D, Jagodnik KM, Wang L, Jenkins SL, Mader C, Niu W, Fazel M, Mahi M, Pilarczyk M, Clark N, Shamsaei B, Meller J, Vasiliauskas J, et al"	NULL
559	"Keenan AB, Jenkins SL, Jagodnik KM, Koplev S, He E, Torre D, Wang Z, Dohlman AB, Silverstein MC, Lachmann A, Kuleshov MV, Ma'ayan A et al"	NULL
560	"Subramanian A, Narayan R, Corsello SM, Peck DD, Natoli TE, Lu X, Gould J, Davis JF, Tubelli AA, Asiedu JK, Lahr DL, Hirschman JE, Liu Z, Donahue M, Julian B, Khan M, Wadden D, Smith IC, Lam D, Liberzon A, Toder C, Bagul M, Orzechowski M, et al"	NULL
561	"Hodos R, Zhang P, Lee HC, Duan Q, Wang Z, Clark NR, Ma'ayan A, Wang F, Kidd B, Hu J, Sontag D, Dudley J"	NULL
562	"Ong E, Sarntivijai S, Jupp S, Parkinson H, He Y"	NULL
563	"Sarntivijai S, Diehl AD, He Y"	NULL
564	"Ong E, Xie J, Ni Z, Liu Q, Sarntivijai S, Lin Y, Cooper D, Terryn R, Stathias V, Chung C, Schurer S, He Y"	NULL
565	"Koplev S, Lin K, Dohlman AB, Ma'ayan A"	NULL
566	"Champion M, Brennan K, Croonenborghs T, Gentles AJ, Pochet N, Gevaert O"	NULL
567	"Almugbel R, Hung LH, Hu J, Almutairy A, Ortogero N, Tamta Y, Yeung KY"	NULL
568	"Messinis DE, Melas IN, Hur J, Varshney N, Alexopoulos LG, Bai JPF"	NULL
569	"Wang Z, Lachmann A, Keenan AB, Ma'ayan A"	NULL
570	"Torre D, Krawczuk P, Jagodnik KM, Lachmann A, Wang Z, Wang L, Kuleshov MV, Ma'ayan A"	NULL
571	"Ferguson LB, Harris RA, Mayfield RD"	NULL
572	"Lipponen A, El-Osta A, Kaspi A, Ziemann M, Khurana I, Kn H, Navarro-Ferrandis V, Puhakka N, Paananen J, Pitkanen A"	NULL
573	"Litichevskiy L, Peckner R, Abelin JG, Asiedu JK, Creech AL, Davis JF, Davison D, Dunning CM, Egertson JD, Egri S, Gould J, Ko T, Johnson SA, Lahr, DL, Lam D, Liu Z, Lyons NJ, Lu X, MacLean BX, Mungenast AE, Officer A, Natoli TE et al "	NULL
574	"Lachmann A, Torre D, Keenan AB, Jagodnik KM, Lee HJ, Wang L, Silverstein MC, Ma'ayan A"	NULL
575	"Wang Y, Arora K, Yang F, Shin WH, Chen J, Kihara D, Naren AP, Jegga AG"	NULL
576	"Li L"	NULL
577	"He X"	NULL
578	"Borgwardt K"	NULL
580	"Wang M"	NULL
581	"Katsyv I"	NULL
582	"Irie H"	NULL
583	"Watson SS, Dane M, Chin K, Tatarova Z, Liu M, Liby T, Thompson W, Smith R, Nederlof M, Bucher E, Kilburn D, Whitman M, Sudar D, Mills GB, Heiser LM, Jonas O, Gray JW, Korkola JE"	NULL
584	"Grimes M, Hall B, Foltz L, Levy T, Rikova K, Gaiser J, Cook W, Smirnova E, Wheeler T, Clark NR, Lachmann A, Zhang B, Hornbeck P, Ma'ayan A, Comb M"	NULL
585	"Clarke DJB, Kuleshov MV, Schilder BM, Torre D, Duffy ME, Keenan AB, Lachmann A, Feldmann AS, Gundersen GW, Silverstein MC, Wang Z, Ma'ayan A"	NULL
586	"Sampattavanich S, Steiert B, Kramer BA, Gyori BM, Albeck JG, Sorger PK"	NULL
587	"Stathias V, Koleti A, Vidovic D, Cooper DJ, Jagodnik KM, Terryn R, Forlin M, Chung C, Torre D, Ayad N, Medvedovic M, Ma'ayan A, Pillai A, Schurer SC"	NULL
588	"Yang SJ, Berndl M, Michael Ando D, Barch M, Narayanaswamy A, Christiansen E, Hoyer S, Roat C, Hung J, Rueden CT, Shankar A, Finkbeiner S, Nelson P"	NULL
